"管理番号","機器名称","開始日","状況","現所在地ＣＤ","現所在地","型式","製造ＣＤ","管理部署","分類ＣＤ","分類","メーカーＣＤ","メーカー","配備部署","ME.No","カタログ名称","SystemID","資産番号","資産区分","納入年月日","廃棄フラグ","廃棄年月日","廃棄予定日","廃棄担当者","代表機種","年間保守契約","年間保守費用","常設機器","統計対象外","運転実時間","耐用年数","可用年数","所属コード","購入価格"
"13-0085","酸素ブレンダ","2025/05/19 14:35:00","","108","新　臨床工学室","OA2060","0521","新　臨床工学室","0306220","酸素供給装置","059300","サンユーテクノロジー","新　臨床工学室","CE中央管理NHF","酸素ブレンダー","","","固定資産","2014/03/31 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"13-0084","入力ユニット","2024/01/23 16:43:00","貸出中","118","新　SCU","AY-663P","16260","新　ＭＥ室","0221420","モニタモジュール","109200","日本光電工業","新　手術室","SCU-4","入力ユニット","","","固定資産","2014/03/12 0:00:00","False","","","","False","False","0","False","False","","6","","","0"
"13-0083","入力ユニット","2024/02/21 13:59:28","貸出中","96","初療室","AY-663P","16259","新　ＭＥ室","0221420","モニタモジュール","109200","日本光電工業","初療室","ER-3","入力ユニット","","","固定資産","2014/03/12 0:00:00","False","","","","False","False","0","False","False","","6","","","0"
"13-0082","入力ユニット","2024/02/21 13:52:31","貸出中","96","初療室","AY-663P","16258","新　ＭＥ室","0221420","モニタモジュール","109200","日本光電工業","初療室","ER-2","入力ユニット","","","固定資産","2014/03/12 0:00:00","False","","","","False","False","0","False","False","","6","","","0"
"13-0081","入力ユニット","2024/04/05 13:23:33","保守開始","108","新　ＭＥ室","AY-663P","16257","新　ＭＥ室","0221420","モニタモジュール","109200","日本光電工業","初療室","ER-1","入力ユニット","","","固定資産","2014/03/12 0:00:00","False","","","","False","False","0","False","False","","6","","","0"
"13-0078","送信機","2024/02/08 10:06:09","","108","新　ＭＥ室","ZS-920P","11837","新　ＭＥ室","0221480","医用テレメータ","109200","日本光電工業","新　ＭＥ室","CH3001","送信機","","","固定資産","2014/02/19 0:00:00","False","","","","False","False","0","False","False","","","","","0"
"13-0076","送信機","2024/01/17 11:34:31","貸出中","106","新　東7階","ZS-920P","11835","新　ＭＥ室","0221480","医用テレメータ","109200","日本光電工業","新　東7階","CH6048","送信機","","","固定資産","2014/02/19 0:00:00","False","","","","False","False","0","False","False","","","","","0"
"13-0071","送信機","2024/02/15 9:34:49","貸出中","109","新　西4階","ZS-630P","06592","新　ＭＥ室","0221480","医用テレメータ","109200","日本光電工業","新　西4階","CH6003","送信機","","","固定資産","2014/01/31 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"13-0070","送信機","2024/02/22 10:47:12","貸出中","138","新　運動療法室","ZS-630P","06587","新　ＭＥ室","0221480","医用テレメータ","109200","日本光電工業","新　運動療法室","CH2008","送信機","","","固定資産","2014/01/31 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"13-0069","送信機","2025/04/24 8:54:00","","108","新　臨床工学室","ZS-630P","06560","新　ＭＥ室","0221480","医用テレメータ","109200","日本光電工業","新　東3階(救急)","CH5004","送信機","","","固定資産","2014/01/31 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"13-0068","送信機","2024/01/18 11:29:51","貸出中","112","新　西7階","ZS-630P","06586","新　ＭＥ室","0221480","医用テレメータ","109200","日本光電工業","新　西7階","CH1053","送信機","","","固定資産","2014/01/31 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"13-0067","送信機","2024/01/18 11:32:50","貸出中","112","新　西7階","ZS-630P","06561","新　ＭＥ室","0221480","医用テレメータ","109200","日本光電工業","新　西7階","Ch2022","送信機","","","固定資産","2014/01/31 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"13-0066","送信機","2023/01/25 9:39:01","貸出中","105","新　東6階","ZS-630P","06585","新　ＭＥ室","0221480","医用テレメータ","109200","日本光電工業","新　東6階","CH1038","送信機","","","固定資産","2014/01/31 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"13-0065","送信機","2024/01/25 9:41:31","貸出中","110","新　西5階","ZS-630P","06583","新　ＭＥ室","0221480","医用テレメータ","109200","日本光電工業","新　西5階","CH2010","送信機","","","固定資産","2014/01/31 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"13-0064","送信機","2024/01/30 10:51:48","貸出中","111","新　西6階","ZS-630P","06568","新　ＭＥ室","0221480","医用テレメータ","109200","日本光電工業","新　西6階","CH6076","送信機","","","固定資産","2014/01/31 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"13-0063","送信機","2024/01/31 9:26:30","貸出中","111","新　西6階","ZS-630P","06580","新　ＭＥ室","0221480","医用テレメータ","109200","日本光電工業","新　西6階","CH4065","送信機","","","固定資産","2014/01/31 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"13-0062","送信機","2025/04/24 8:54:00","","108","新　臨床工学室","ZS-630P","06582","新　ＭＥ室","0221480","医用テレメータ","109200","日本光電工業","新　東3階(救急)","CH2054","送信機","","","固定資産","2014/01/31 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"13-0061","送信機","2024/01/31 9:29:39","貸出中","111","新　西6階","ZS-630P","06581","新　ＭＥ室","0221480","医用テレメータ","109200","日本光電工業","新　西6階","CH4008","送信機","","","固定資産","2014/01/31 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"13-0060","送信機","2024/05/28 13:56:44","保守開始","108","新　ＭＥ室","ZS-630P","06573","新　臨床工学室","0221480","医用テレメータ","109200","日本光電工業","新　西6階","CH4063","送信機","","","固定資産","2014/01/31 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"13-0059","送信機","2024/01/31 11:27:17","貸出中","111","新　西6階","ZS-630P","06571","新　ＭＥ室","0221480","医用テレメータ","109200","日本光電工業","新　西6階","CH4016","送信機","","","固定資産","2014/01/31 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"13-0058","送信機","2025/04/14 13:49:00","貸出中","111","新　西6階","ZS-630P","06567","新　ＭＥ室","0221480","医用テレメータ","109200","日本光電工業","新　西6階","CH4031","送信機","","","固定資産","2014/01/31 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"13-0057","送信機","2024/01/30 10:53:15","貸出中","111","新　西6階","ZS-630P","06570","新　ＭＥ室","0221480","医用テレメータ","109200","日本光電工業","新　西6階","CH4026","送信機","","","固定資産","2014/01/31 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"13-0056","送信機","2024/06/21 11:11:00","貸出中","111","新　西6階","ZS-630P","06572","新　ＭＥ室","0221480","医用テレメータ","109200","日本光電工業","新　西6階","CH4059","送信機","","","固定資産","2014/01/31 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"13-0055","送信機","2024/03/05 14:20:49","貸出中","110","新　西5階","ZS-630P","06565","新　ＭＥ室","0221480","医用テレメータ","109200","日本光電工業","新　西5階","CH2048","送信機","","","固定資産","2014/01/31 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"13-0054","送信機","2024/01/16 14:14:00","貸出中","110","新　西5階","ZS-630P","06562","新　ＭＥ室","0221480","医用テレメータ","109200","日本光電工業","新　西5階","CH1067","送信機","","","固定資産","2014/01/31 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"13-0053","送信機","2024/01/10 11:03:20","貸出中","107","新　西2階","ZS-630P","06563","新　ＭＥ室","0221480","医用テレメータ","109200","日本光電工業","新　西2階","CH1066","送信機","","","固定資産","2014/01/31 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"13-0052","送信機","2024/01/11 9:52:25","貸出中","104","新　東5階","ZS-630P","06566","新　ＭＥ室","0221480","医用テレメータ","109200","日本光電工業","新　東5階","CH5033","送信機","","","固定資産","2014/01/31 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"13-0051","送信機","2024/01/18 11:31:20","貸出中","112","新　西7階","ZS-630P","06564","新　ＭＥ室","0221480","医用テレメータ","109200","日本光電工業","新　西7階","CH1071","送信機","","","固定資産","2014/01/31 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"13-0050","送信機","2024/02/22 10:51:27","貸出中","138","新　運動療法室","ZS-630P","06590","新　ＭＥ室","0221480","医用テレメータ","109200","日本光電工業","新　運動療法室","CH2035","送信機","","","固定資産","2014/01/31 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"13-0049","送信機","2024/02/22 10:48:32","貸出中","138","新　運動療法室","ZS-630P","06588","新　ＭＥ室","0221480","医用テレメータ","109200","日本光電工業","新　運動療法室","CH2012","送信機","","","固定資産","2014/01/31 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"13-0048","送信機","2024/05/24 9:42:00","","108","新　ＭＥ室","ZS-920P","11773","新　ＭＥ室","0221480","医用テレメータ","109200","日本光電工業","新　ＭＥ室","CH2004","送信機","","","固定資産","2014/01/31 0:00:00","False","","","","False","False","0","False","False","","","","","0"
"13-0047","送信機","2024/02/22 10:49:56","貸出中","138","新　運動療法室","ZS-630P","06589","新　ＭＥ室","0221480","医用テレメータ","109200","日本光電工業","新　運動療法室","CH2030","送信機","","","固定資産","2014/01/31 0:00:00","False","","","","False","False","0","False","False","","0","","","0"
"13-0046","レコーダユニット","2024/01/31 11:15:39","貸出中","111","新　西6階","WS-960P","03749","新　ＭＥ室","0221400","セントラルモニタ","109200","日本光電工業","新　西6階","","レコーダユニット","","","固定資産","2014/01/31 0:00:00","False","","","","False","False","0","False","False","","0","6","","0"
"13-0045","集中型受信機","2024/11/11 10:28:09","保守開始","108","新　臨床工学室","ORG-9100","2052","新　ＭＥ室","0221400","セントラルモニタ","109200","日本光電工業","新　西6階","","集中型受信機","","00001595-00","固定資産","2014/01/31 0:00:00","False","","","","False","False","0","False","False","","6","6","","0"
"13-0044","集中型受信機","2024/11/11 10:24:41","保守開始","108","新　臨床工学室","ORG-9100","2051","新　ＭＥ室","0221400","セントラルモニタ","109200","日本光電工業","新　東3階(救急)","","集中型受信機","","00001595-00","固定資産","2014/01/31 0:00:00","False","","","","False","False","0","False","False","","6","6","","0"
